sentence,label
বাংলাদেশের দুর্নীতি দূর ণা করে জাপান বা অণ‍্যাণ‍্য দেশ থেকে সাহায্য এণে দেশের উণ্ণয়ণ করা কি করে সম্ভব।,না
দুই জন কে খুব সুন্দর লাগছে  ।,না
 এর তীব্র নিন্দা ও প্রতিবাদ জানাচ্ছি ।,না
সবাই কে আমার সালাম ।,না
সবাই কে রমজানুল মোবারক ।,না
"যে ডায়লগ দিলেন, নারীদের কাছে ফাইসা যাবেন কিন্তু!",না
শুভ কামনা ।,না
ঐজায়গায় কয়টা বাজে ।,না
সাবধান থাকিস এসিড অথবা ছুরিকাঘাতে মরিছ না।,না
"আরও বেশি, আরও ভাল বাংলা বলুন ।",না
ইনশাল্লাহ ।,না
চমৎকার ।,না
নোয়াখালি স্বাধিনতা ছাই ।,না
আপনে এরকম করে কথা বলছেন কেন?,হ্যাঁ
হ্যালো ।,না
সুভ সকাল ।,না
ভালোবাসা তোদের ।,না
ইতালির পক্ষ থেকে ধণ‍্যবাদ  বি বি সি কে ।,না
সুন্দর ।,না
খুব সুন্দর ।,না
বাটফার এদের কতা বেসি ।,হ্যাঁ
মেঘলা আকাশ ছিলো ।,না
ভাই আমার জন্য চকলেট  আনবে ।,না
আমরাও আছি আপনাদের সাথে ।,না
খেলা হবে ।,না
হ্যালো ।,না
খেলবে এবার ।,না
ওকে ।,না
সব কিছুতেই নারীকে দোষ দেয়া এই সমাজের স্বভাব ।,না
সবাইকে ধন্যবাদ ।,না
ভালা ।,না
ধন্যবাদ তোমাকে ।,না
আমাদের দেশে শুধু আইন আছে আইনের প্রয়োগ নাই ।,না
আইনের সঠিক প্রয়োগে প্রশাসনের গাফিলতি আছে ।,না
অনেকেই বিষয়টা জানে কিন্তু করার কিছুই নেই ।,না
মানুষের এতো ক্ষমতা নেই ।,না
জনপ্রতিনিধির প্রয়োজন কি ।,না
বাংলার আদালতের আদেশের কোন কার্য্যকারিতা আছে বলে মনে হয় না ।,না
আমরা কোনটা সত্য আর মিথ্যা তা যাচাই করতে পারিনা ।,না
এখানের সরকারও মেয়াদবিহীন ।,না
আমরা গান গাইবো ।,না
একটু সময় লাগবে অার মানুষকে সচেতন হতে হবে ।,না
ঠিক বলছেন এই জন্যই হাসিনা বাংলাদেশের মানুষকে বাঁশ দিতে পারে। ,হ্যাঁ
ওরা শুধু ৭১ এর রাজাকার এর বিচার করা শিখেছে ।,না
ফালতু কথা বলতে ওস্তাদ ।,না
মান সম্মত খাবার নিজে খাবেন এবং অন্য সবাই কে নিষিদ্ধ পন্য থেকে দুরে রাখার পরামর্শ দিন।,না
এটা কি তার দায়িত্বর মধ্যে পড়েনা ?,না
যেখানে আমরা নিজেই সচেতন নয় যেখানে সেখানে পরিবর্তন আশা করা যায়না।,না
গার্লফ্রেন্ড নামক মানহীন পণ্যটি কি এই তালিকার আওতা ভুক্ত ।,হ্যাঁ
এ সব বিষ কোথাও সরবে না ।,না
